관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
41370-00023,궐동제7어린이공원,어린이공원,,경기도 오산시 궐동 706,37.155445,127.054769,3584,,조합놀이대 등,,,,1998-03-06,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00024,수청제2어린이공원,어린이공원,,경기도 오산시 내삼미동 851,37.175985,127.057072,2162,,조합놀이대 등,,,,1998-03-06,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00025,수청제3어린이공원,어린이공원,,경기도 오산시 내삼미동 862,37.174191,127.058553,1965,,조합놀이대 등,,,,1998-03-06,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00026,수청제4어린이공원,어린이공원,,경기도 오산시 수청동 565,37.171737,127.059281,1836,,조합놀이대 등,,,,1998-03-06,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00027,갈곶제1근린공원,근린공원,,경기도 오산시 갈곶동 290-6,37.128961,127.074279,21876,,,,,,2003-06-09,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00028,가수제2어린이공원,어린이공원,,경기도 오산시 가수동 14-5,37.147756,127.048758,1828,,조합놀이대 등,,,,2003-08-29,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
41370-00029,부산어린이공원,어린이공원,,경기도 오산시 부산동 479-6,37.152294,127.0883053,1500,,조합놀이대 등,,,,2003-11-24,오산시환경사업소 공원녹지과,031-8036-6473,2021-04-30,4000000,경기도 오산시
11350-00014,충  숙,근린공원,서울특별시 노원구 한글비석로 144 (하계동),한글비석로 144,37.64032293,127.0768027,12627.7,,,"파고라, 약수터, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00015,골마을,근린공원,서울특별시 노원구 한글비석로 107 (하계동),하계 251-8,37.63840362,127.0737511,9808.1,,,"파고라, 화장실, 농구장",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00016,공릉동,근린공원,서울특별시 노원구 화랑로 540 (공릉동),공릉 63,37.621011,127.086191,11540,,,"정자, 운동장, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00017,가재울,근린공원,서울 노원구 동일로210길 86,중계 515-4,37.648772,127.066378,10483.9,,,"게이트볼장, 정자, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00018,초안산<시공원>,근린공원,서울 노원구 마들로5길 91,월계 산1,37.644627,127.050756,950643,,,"체육시설, 캠핑장 등",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00019,한글비,근린공원,서울 노원구 노원로18길 41,하계 288-2,,127.074375,13614.5,,,"조합놀이대, 파고라, 광장",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00020,비석골,근린공원,서울특별시 노원구 월계로45가길 57 (월계동),월계로45가길 57,37.63120699,127.0502962,10022,,,"정자, 조합놀이대, 배드민턴장",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00021,벽  운,근린공원,서울특별시 노원구 동일로248가길 17 (상계동),동일로248가길 1,37.68028549,127.0571649,13142.9,,,"정자, 광장, 산책로, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00022,달맞이,근린공원,서울특별시 노원구 덕릉로 483 (중계동),덕릉로 483,37.64560941,127.0627148,8838.9,,,"교통공원시설, 조합놀이대, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00023,솔  밭,근린공원,"서울특별시 노원구 화랑로51길 17 (공릉로, 화랑타운아파트)",화랑로51길 17,37.62307787,127.0893658,11459.1,,,"파고라, 체육시설",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00024,한  내,근린공원,서울특별시 노원구 마들로 86 (월계동),마들로 86,37.62358892,127.0687828,20300,,,"분수, 체육시설, 조합놀이대, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00025,장암지구,근린공원,"서울특별시 노원구 누원로 18 (상계동, 수락리버시티4단지)",누원로 18,37.68621458,127.0528727,8075,,,"광장, 정자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00026,영축산              <시공원>,근린공원,서울특별시 노원구 광운로 141(월계동),월계 산108,37.62834719,127.057541,260500,,,"유아숲체험장, 광장 등",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00027,돌곶이,어린이공원,서울특별시 노원구 석계로13길 23-10,광운로 20,37.6199195,127.0613588,954,,,"파고라, 조합놀이대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00028,벼  루,어린이공원,서울특별시 노원구 광운로1길 24 (월계동),광운로1길 24,37.61923977,127.0565452,327,,,조합놀이대,,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00029,소곶네,어린이공원,서울 노원구 석계로13길 6-20,월계 411-47,37.621223,127.061511,814,,,"조합놀이대, 의자, 철봉",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00030,연천내,어린이공원,서울 노원구 석계로15길 17,월계 411-50,37.622475,127.061115,152,,,"조합놀이대, 의자, 흔들놀이",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00031,월  계,어린이공원,서울 노원구 석계로13길 35,월계 429-44,37.620463,,858,,,"파고라, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00032,새나라,어린이공원,서울특별시 노원구 동일로179길22 (공릉동),동일로179길 22,37.62204782,127.0727758,992.1,,,"조합놀이대, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00033,해오라기,어린이공원,서울 노원구 동일로186길 53-26,공릉 503-17,37.626075,127.076269,959.7,,,"파고라, 조합놀이대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00034,옹달샘,어린이공원,서울 노원구 노원로1바길 6,공릉 270-4,37.620616,127.080912,341,,,"조합놀이대, 그네, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00035,나  래,어린이공원,서울 노원구 동일로191가길 37,공릉 380-4,,127.070626,996.7,,,"파고라, 조합놀이대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00036,씨  알,어린이공원,서울 노원구 동일로196길 26,공릉 371-1,37.627948,,991.3,,,"조합놀이대, 철봉, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00037,개  미,어린이공원,서울 노원구 공릉로 115-1,공릉 589-4,37.620875,127.077792,973.5,,,"조합놀이대, 의자, 음수대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00038,별  빛,어린이공원,서울 노원구 동일로175길 39,공릉 690-1,37.619274,127.072179,132.5,,,"조합놀이대, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00039,공  작,어린이공원,서울특별시 노원구 공릉로58나길 14 (하계동),공릉로58나길 14,37.63626171,127.0737468,255,,,"조합놀이대, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00040,목  련,어린이공원,서울 노원구 공릉로58다길 5,하계 167-12,37.636208,127.074429,112,,,의자,,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00041,전주동,어린이공원,서울 노원구 한글비석로20길 10,중계 154-9,37.659759,127.073652,288,,,"조합놀이대, 의자",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00042,당  현,어린이공원,서울 노원구 덕릉로83길 12,중계 154-7,37.660449,127.074849,274,,,조합놀이대,,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00043,무궁화,어린이공원,서울 노원구 한글비석로46길 44,상계 135-77,37.665643,127.069377,561,,,"조합놀이대, 의자, 급수대",,,,,,2021-09-13,3100000,서울특별시 노원구
41287-00045,탄현일단의주택지168(탄현용현),어린이공원,,경기도 고양시 일산서구 탄현동 1634-1,37.70312098,126.7648528,2303,게이트볼장+체력단련시설,조합놀이대+그네+시소+흔들놀이대,,,,2006-10-02,경기도 고양시 일산서구청,031-8075-7266,2021-08-31,3940000,경기도 고양시
41287-00046,탄현일단의주택지168(탄현호곡),어린이공원,,경기도 고양시 일산서구 탄현동 1634-2,37.70192616,126.7665689,1657,배드민턴장+체력단련시설,시소+흔들놀이대,,,,2006-10-02,경기도 고양시 일산서구청,031-8075-7266,2021-08-31,3940000,경기도 고양시
41287-00047,킨텍스수변공원(국제전시2단계),수변공원,,경기도 고양시 일산서구 대화동 2725,,,12482.9,,,,,,2007-07-13,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00048,국제전시2단계(제1호체육공원),체육공원,,경기도 고양시 일산서구 대화동 2708,,,25374,,,,,,2007-07-13,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00049,킨텍스2단계(킨텍스온누리),역사공원,,경기도 고양시 일산서구 덕이동 365-4,37.69328797,126.7589475,17019,,,,,,2008-10-31,경기도 고양시,031-929-4800,2021-08-31,3940000,경기도 고양시
41287-00050,탄현일단의주택지169(숯고개향나무),어린이공원,,경기도 고양시 일산서구 탄현동 173-3,37.69335193,126.7635462,4733,체력단련시설,조합놀이대+흔들놀이대+놀이집,,,,2009-01-16,경기도 고양시 일산서구청,031-8075-7266,2021-08-31,3940000,경기도 고양시
41287-00051,문화공원1,문화공원,,경기도 고양시 일산서구 대화동 2600-1,37.66849283,126.7416035,8587,,,,,,2009-06-26,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00052,문화공원2,문화공원,,경기도 고양시 일산서구 대화동 2600-2,37.66726511,126.744601,21264,,,,,,2009-06-26,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00053,국제전시2단계(제1호문화공원),문화공원,,경기도 고양시 일산서구 대화동 2718,37.66676647,126.743185,7524,,,,,,2009-10-31,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00054,농업체험,근린공원,경기도 고양시 일산서구 대수길 31-5,경기도 고양시 일산서구 대화동 2316,37.67473275,126.7387386,29812,체력단련시설,,,,,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00055,고양생태,근린공원,경기도 고양시 일산서구 대화로 315,경기도 고양시 일산서구 대화동 2330,37.68394896,126.7441279,56712,,,,생태교육학습센터,,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
41287-00056,고양피크닉시민공원,근린공원,경기도 고양시 일산서구 대화로 355,경기도 고양시 일산서구 대화동 2337,37.68536054,126.7486216,18125,게이트볼장+족구장+체력단련시설,조합놀이대 등 2종 3개,,,피크닉장,2013-03-15,경기도 고양시 푸른도시사업소,031-8075-4343,2021-08-31,3940000,경기도 고양시
28710-00001,강화산단체육공원,체육공원,,인천광역시 강화군 강화읍 월곳리 753-1,37.76347347,126.4961179,10000,,,,,,2012-08-03,인천광역시 강화군청,032-930-3467,2021-09-14,3570000,인천광역시 강화군
28710-00002,갑룡공원,어린이공원,,인천광역시 강화군 강화읍 갑곳리 443-1,37.74225734,126.5049198,18605,,,,,,2021-04-09,인천광역시 강화군청,032-930-3467,2021-09-14,3570000,인천광역시 강화군
11350-00001,수락산<시공원>,도시자연공원,,상계 산3-1,37.691731,127.065515,6691885.3,,,"통제소 1, 화장실 25",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00002,불암산<시공원>,도시자연공원,서울특별시 노원구 한글비석로12길 51-49,중계 산101-1,37.65550096,127.0810225,5332422,,,"통제소 1, 화장실 27",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00003,상  계,근린공원,서울특별시 노원구 동일로227길 106(상계동),상계 620,37.66943924,127.0504402,30479.4,,,"다목적운동장, 배드민턴장, 조깅트랙, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00004,갈  말,근린공원,"서울특별시 노원구 동일로 227길 85 (상계동, 상계주공11단지 아파트)",동일로227길 85,37.66649572,127.0523447,10000.9,,,"배드민턴장, 광장",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00005,갈  울,근린공원,서울특별시 노원구 상계로9나길8 (상계동),상계 644,37.66026965,127.0682478,9668.9,,,"정자, 배드민턴장, 야외무대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00006,원  터,근린공원,"서울특별시 노원구 동일로214길 21 (상계동, 상계주공4단지 아파트)",상계753-2,37.65043289,127.0627594,10121.4,,,"배드민턴장, 지압보도",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00007,느티울,근린공원,서울특별시 노원구 동일로213길 52(상계동),상계 741,37.64826016,127.0582136,10000.1,,,"정자, 장미원",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00008,당현천,근린공원,서울 노원구 동일로 1342,상계 762-1,37.647836,127.063375,9652.5,,,"광장, 정자, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00009,온  수,근린공원,서울특별시 노원구 노원로 510(상계동),노원로 510,37.66093573,127.0625889,17946.2,,,"배드민턴장, 약수터, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00010,중  계,근린공원,서울특별시 노원구 동일로 1229(중계동),동일로 1229,37.6389605,127.0663451,22727.4,,,"바닥분수, 실버카페, 광장, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00011,삿갓봉,근린공원,서울특별시 노원구 한글비석로 346 (중계동),한글비석로 346,37.65794941,127.0763791,10652.9,,,"파고라, 운동장, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00012,노  해,근린공원,서울특별시 노원구 노원로22길 1 (중계동),중계 360-18,37.64815756,127.0706995,34646.8,,,"운동장, 정자, 인라인스케이트장, 야외무대",,,,,,2021-09-13,3100000,서울특별시 노원구
11350-00013,양  지,근린공원,서울특별시 노원구 한글비석로5길 40(중계동),중계 362,37.64545773,127.0748358,10508.1,,,"정자, 조합놀이대, 화장실",,,,,,2021-09-13,3100000,서울특별시 노원구
29140-00061,서광,어린이공원,,광주광역시 서구 쌍촌동 1358,35.157198,126.864612,3067.2,9,2,5,0,3,1995-05-23,광주광역시 서구,062-360-7512,2021-09-13,3600000,광주광역시 서구
28200-00142,선래공원,어린이공원,,인천광역시 남동구 서창동 573-1,37.4332754,126.7518873,2305,,"조합놀이대, 그네, 흔들놀이",,,,1994-04-26,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
28200-00143,걸재공원,어린이공원,,인천광역시 남동구 서창동 573-1,37.43330912,126.7518561,1560,,"조합놀이대, 흔들놀이",,,,1994-04-26,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
28200-00144,장아공원,어린이공원,,인천광역시 남동구 서창동 580-2,37.43139422,126.7517353,2010,,"조합놀이대,흔들놀이,그네",,,,1994-04-26,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
28200-00145,앞골공원,어린이공원,"인천광역시 남동구 호구포로 294 (논현동, 논현주공1단지아파트)",인천광역시 남동구 논현동 564-2,37.4102079,126.7133754,2245,,"조합놀이대,시소,회전무대,",,,,1994-10-24,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
28200-00146,신흥공원,어린이공원,,인천광역시 남동구 논현동 564-4,37.4085597,126.7137934,1500,,"조합놀이대,그네",,,,1994-10-24,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
28200-00147,아담공원,어린이공원,"인천광역시 남동구 함박뫼로 439 (논현동, 논현주공2단지아파트)",인천광역시 남동구 논현동 563-4,37.41042142,126.7122536,2491,,"조합놀이대,회전무대",,,,1994-10-24,인천광역시 남동구청,032-453-2850,2021-03-22,3530000,인천광역시 남동구
29110-00014,학운3,소공원,,광주광역시 동구 학동 782-1,35.131232,126.932804,45,,,,,,2006-11-01,광주광역시 동구청,062-608-2962,2021-03-05,3590000,광주광역시 동구
